file_name,block_instructions,target_example,thisN,thisTrialN,thisRepN,target_presence,opacity_1,opacity_2,opacity_3,opacity_4,opacity_5,opacity_6,opacity_7,opacity_8,opacity_9,opacity_10,opacity_11,opacity_12,n_distract,n_items,target_ori,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,WelcomeText.started,key_resp_2.started,Welcome.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,InformedConsent.started,text_4.started,InformedConsent.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,key_resp_4.started,example_target.started,text_3.started,blocks.key_resp_4.keys,blocks.key_resp_4.rt,blocks.key_resp_4.duration,FixCross.started,fixCross.started,FixCross.stopped,Stimulus.started,key_resp.started,Stimulus.stopped,practice_trials.key_resp.keys,practice_trials.key_resp.corr,practice_trials.key_resp.rt,practice_trials.key_resp.duration,BlankScreen.started,text.started,text.stopped,BlankScreen.stopped,fixCross.stopped,ExperimentStart.started,text_2.started,key_resp_5.started,ExperimentStart.stopped,blocks.key_resp_5.keys,blocks.key_resp_5.rt,blocks.key_resp_5.duration,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thanks.started,ThankYou.started,key_resp_3.started,Thanks.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,leeftijd,gender,links/rechtshandig,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027326299999913317,0.03849149999950896,0.03849149999950896,13.298516500000005,space,13.247781500000201,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899,20,M,R,2026-02-25_12h28.32.300,VisualSearch_2526_3,,2025.2.4,2026-02-25 12h28.32.504887 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.298570500000096,13.304078500000287,18.118623000000298,y,4.804610299999695,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899,20,M,R,2026-02-25_12h28.32.300,VisualSearch_2526_3,,2025.2.4,2026-02-25 12h28.32.504887 +0100,
tilted.xlsx,The target is tilted.,117,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4,117,space,5.920727599999736,None,1,1,0.9680596999996851,None,,,,0,0,0,0,0,0,0,2,,,,,24.10900109999966,,,,,,,,,,,,,,,18.15669590000016,18.15669590000016,18.15669590000016,space,5.920727599999736,None,24.103966699999546,24.10900109999966,24.598017999999684,24.60282129999996,24.618556700000227,25.59834140000021,1,1,0.9680596999996851,None,25.598534499999914,25.61371440000039,25.813828100000137,25.797683699999652,,,,,,,,,,,,,,,,,,,,899,20,M,R,2026-02-25_12h28.32.300,VisualSearch_2526_3,,2025.2.4,2026-02-25 12h28.32.504887 +0100,
tilted.xlsx,The target is tilted.,117,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,117,space,5.920727599999736,None,0,1,0.6532368999996834,None,,,,0,0,0,0,0,1,1,7,,,,,25.813828100000137,,,,,,,,,,,,,,,,,,,,,25.798358000000007,25.813828100000137,26.297423799999706,26.30215799999951,26.317307399999663,26.980881899999986,0,1,0.6532368999996834,None,26.981059200000345,26.996451699999852,27.196518200000355,27.180307700000412,26.317307399999663,,,,,,,,,,,,,,,,,,,899,20,M,R,2026-02-25_12h28.32.300,VisualSearch_2526_3,,2025.2.4,2026-02-25 12h28.32.504887 +0100,
tilted.xlsx,The target is tilted.,117,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,11,12,117,space,5.920727599999736,None,1,1,1.31487720000041,None,,,,0,0,0,0,0,2,2,0,,,,,27.196518200000355,,,,,,,,,,,,,,,,,,,,,27.181003800000326,27.196518200000355,27.680051899999853,27.684712799999943,27.70082249999996,29.029002899999796,1,1,1.31487720000041,None,29.029136999999537,29.045108000000255,29.245611299999837,29.22935580000012,27.70082249999996,,,,,,,,,,,,,,,,,,,899,20,M,R,2026-02-25_12h28.32.300,VisualSearch_2526_3,,2025.2.4,2026-02-25 12h28.32.504887 +0100,
tilted.xlsx,The target is tilted.,117,3,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,11,12,117,space,5.920727599999736,None,0,1,3.23818940000001,None,,,,0,0,0,0,0,3,3,4,,,,,29.245611299999837,,,,,,,,,,,,,,,,,,,,,29.230034199999864,29.245611299999837,29.728781200000412,29.733387799999946,29.745421599999645,32.99462299999959,0,1,3.23818940000001,None,32.994830399999955,33.01000959999965,33.21040280000034,33.19421559999955,29.745421599999645,,,,,,,,,,,,,,,,,,,899,20,M,R,2026-02-25_12h28.32.300,VisualSearch_2526_3,,2025.2.4,2026-02-25 12h28.32.504887 +0100,
tilted.xlsx,The target is tilted.,117,4,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,4,117,space,5.920727599999736,None,0,1,1.0817549000003055,None,,,,0,0,0,0,0,4,4,6,,,,,33.21040280000034,,,,,,,,,,,,,,,,,,,,,33.194945299999745,33.21040280000034,33.69407030000002,33.69874710000022,33.71449889999985,34.80966739999985,0,1,1.0817549000003055,None,34.809789799999635,34.82623559999956,35.026466499999515,35.01005520000035,33.71449889999985,,,,,,,,,,,,,,,,,,,899,20,M,R,2026-02-25_12h28.32.300,VisualSearch_2526_3,,2025.2.4,2026-02-25 12h28.32.504887 +0100,
tilted.xlsx,The target is tilted.,117,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117,space,5.920727599999736,None,1,1,0.8176486000002114,None,,,,0,0,0,0,0,5,5,3,,,,,35.026466499999515,,,,,,,,,,,,,,,,,,,,,35.01074609999978,35.026466499999515,35.509829999999965,35.514686299999994,35.5298057,36.35986750000029,1,1,0.8176486000002114,None,36.36012380000011,36.375132699999995,36.57560910000029,36.55936610000026,35.5298057,,,,,,,,,,,,,,,,,,,899,20,M,R,2026-02-25_12h28.32.300,VisualSearch_2526_3,,2025.2.4,2026-02-25 12h28.32.504887 +0100,
tilted.xlsx,The target is tilted.,117,6,6,0,0,1,1,1,1,1,1,1,0,0,0,0,1,7,8,117,space,5.920727599999736,None,0,1,2.258596199999374,None,,,,0,0,0,0,0,6,6,5,,,,,36.57560910000029,,,,,,,,,,,,,,,,,,,,,36.56003839999994,36.57560910000029,37.0588459999999,37.063524099999995,37.079059900000175,39.34136039999976,0,1,2.258596199999374,None,39.34151819999988,39.35710889999973,39.55760290000035,39.541417000000365,37.079059900000175,,,,,,,,,,,,,,,,,,,899,20,M,R,2026-02-25_12h28.32.300,VisualSearch_2526_3,,2025.2.4,2026-02-25 12h28.32.504887 +0100,
tilted.xlsx,The target is tilted.,117,7,7,0,1,1,1,1,1,1,1,1,0,0,0,0,0,7,8,117,space,5.920727599999736,None,0,0,2.509931300000062,None,,,,0,0,0,0,0,7,7,1,,,,,39.55760290000035,,,,,,,,,,,,,,,,,,,,,39.54212989999996,39.55760290000035,40.04114289999961,40.045945500000016,40.06110590000026,42.57376750000003,0,0,2.509931300000062,None,42.57394139999997,42.588938300000336,42.78891719999956,42.77331849999973,40.06110590000026,,,,,,,,,,,,,,,,,,,899,20,M,R,2026-02-25_12h28.32.300,VisualSearch_2526_3,,2025.2.4,2026-02-25 12h28.32.504887 +0100,
tilted.xlsx,The target is tilted.,117,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,11,12,117,space,5.920727599999736,None,0,1,2.957859200000712,None,space,5.067235999999866,None,0,0,0,0,,,,,0,0,0,4,47.89005879999968,,,,,,,,,,,,,,,,,,,,,47.886647999999695,47.89005879999968,48.387145200000305,48.391885,48.407082300000184,51.369830900000125,,,,,51.37003879999975,51.38493449999987,51.58540110000013,51.569115399999646,,42.78087169999981,42.78891719999956,42.78891719999956,47.87129989999994,space,5.067235999999866,None,0,1,2.957859200000712,None,,,,,,,,899,20,M,R,2026-02-25_12h28.32.300,VisualSearch_2526_3,,2025.2.4,2026-02-25 12h28.32.504887 +0100,
