file_name,block_instructions,target_example,thisN,thisTrialN,thisRepN,target_presence,opacity_1,opacity_2,opacity_3,opacity_4,opacity_5,opacity_6,opacity_7,opacity_8,opacity_9,opacity_10,opacity_11,opacity_12,n_distract,n_items,target_ori,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,WelcomeText.started,key_resp_2.started,Welcome.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,InformedConsent.started,text_4.started,InformedConsent.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,key_resp_4.started,example_target.started,text_3.started,blocks.key_resp_4.keys,blocks.key_resp_4.rt,blocks.key_resp_4.duration,FixCross.started,fixCross.started,fixCross.stopped,FixCross.stopped,Stimulus.started,key_resp.started,Stimulus.stopped,practice_trials.key_resp.keys,practice_trials.key_resp.corr,practice_trials.key_resp.rt,practice_trials.key_resp.duration,BlankScreen.started,text.started,text.stopped,BlankScreen.stopped,ExperimentStart.started,text_2.started,key_resp_5.started,ExperimentStart.stopped,blocks.key_resp_5.keys,blocks.key_resp_5.rt,blocks.key_resp_5.duration,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thanks.started,ThankYou.started,key_resp_3.started,Thanks.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,leeftijd,gender,links/rechtshandig,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028860000000349828,0.057539599999927304,0.057539599999927304,22.591338500000347,space,22.527397500000006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 850,22,M,R,2026-02-23_11h44.26.720,VisualSearch_2526_3,,2025.2.4,2026-02-23 11h44.26.977705 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.59139230000028,22.602044600000227,30.2504813999999,y,7.652378099999623,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 850,22,M,R,2026-02-23_11h44.26.720,VisualSearch_2526_3,,2025.2.4,2026-02-23 11h44.26.977705 +0100,
tilted.xlsx,The target is tilted.,117,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4,117,space,8.443015800000012,None,1,1,1.6637619999996787,None,,,,0,0,0,0,0,0,0,2,,,,,38.74663640000017,,,,,,,,,,,,,,,30.27933380000013,30.27933380000013,30.27933380000013,space,8.443015800000012,None,38.74175409999998,38.74663640000017,39.24611610000011,39.22967480000034,39.231643200000235,39.24611610000011,40.91288510000004,1,1,1.6637619999996787,None,40.91296800000009,40.928949699999976,41.12912320000032,41.113115500000276,,,,,,,,,,,,,,,,,,, 850,22,M,R,2026-02-23_11h44.26.720,VisualSearch_2526_3,,2025.2.4,2026-02-23 11h44.26.977705 +0100,
tilted.xlsx,The target is tilted.,117,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,11,12,117,space,8.443015800000012,None,1,0,1.3819663999997829,None,,,,0,0,0,0,0,1,1,4,,,,,41.12912320000032,,,,,,,,,,,,,,,,,,,,,41.11383990000013,41.12912320000032,41.6287470000002,41.61223770000015,41.614233499999955,41.6287470000002,43.01217919999999,1,0,1.3819663999997829,None,43.01226570000017,43.028248200000235,43.228123100000175,43.21171660000027,,,,,,,,,,,,,,,,,,, 850,22,M,R,2026-02-23_11h44.26.720,VisualSearch_2526_3,,2025.2.4,2026-02-23 11h44.26.977705 +0100,
tilted.xlsx,The target is tilted.,117,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,117,space,8.443015800000012,None,0,1,1.1616786999998112,None,,,,0,0,0,0,0,2,2,7,,,,,43.228123100000175,,,,,,,,,,,,,,,,,,,,,43.21203420000029,43.228123100000175,43.72807520000015,43.71158510000032,43.7135016000002,43.72807520000015,44.895039200000156,0,1,1.1616786999998112,None,44.895120600000155,44.910932799999955,45.110914200000025,45.09451100000024,,,,,,,,,,,,,,,,,,, 850,22,M,R,2026-02-23_11h44.26.720,VisualSearch_2526_3,,2025.2.4,2026-02-23 11h44.26.977705 +0100,
tilted.xlsx,The target is tilted.,117,3,3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,7,8,117,space,8.443015800000012,None,1,1,2.6489197000000786,None,,,,0,0,0,0,0,3,3,1,,,,,45.110914200000025,,,,,,,,,,,,,,,,,,,,,45.094873700000335,45.110914200000025,45.61072899999999,45.594332699999995,45.59623950000014,45.61072899999999,48.26035750000028,1,1,2.6489197000000786,None,48.2604395000003,48.27647630000001,48.47646729999997,48.46008830000028,,,,,,,,,,,,,,,,,,, 850,22,M,R,2026-02-23_11h44.26.720,VisualSearch_2526_3,,2025.2.4,2026-02-23 11h44.26.977705 +0100,
tilted.xlsx,The target is tilted.,117,4,4,0,0,1,1,1,1,1,1,1,0,0,0,0,1,7,8,117,space,8.443015800000012,None,1,0,3.1629158000000643,None,,,,0,0,0,0,0,4,4,5,,,,,48.47646729999997,,,,,,,,,,,,,,,,,,,,,48.46042549999993,48.47646729999997,48.97632920000024,48.95988870000019,48.96182940000017,48.97632920000024,52.14356120000002,1,0,3.1629158000000643,None,52.14377790000026,52.158987100000104,52.35859570000002,52.34203000000025,,,,,,,,,,,,,,,,,,, 850,22,M,R,2026-02-23_11h44.26.720,VisualSearch_2526_3,,2025.2.4,2026-02-23 11h44.26.977705 +0100,
tilted.xlsx,The target is tilted.,117,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117,space,8.443015800000012,None,1,1,2.8222215000000688,None,,,,0,0,0,0,0,5,5,3,,,,,52.35859570000002,,,,,,,,,,,,,,,,,,,,,52.34234790000028,52.35859570000002,52.85839940000005,52.84192230000008,52.84392930000013,52.85839940000005,55.69134299999996,1,1,2.8222215000000688,None,55.69142409999995,55.7074462999999,55.9073499000001,55.890929400000005,,,,,,,,,,,,,,,,,,, 850,22,M,R,2026-02-23_11h44.26.720,VisualSearch_2526_3,,2025.2.4,2026-02-23 11h44.26.977705 +0100,
tilted.xlsx,The target is tilted.,117,6,6,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,4,117,space,8.443015800000012,None,0,1,2.1718756000000212,None,,,,0,0,0,0,0,6,6,6,,,,,55.9073499000001,,,,,,,,,,,,,,,,,,,,,55.89122279999992,55.9073499000001,56.40723969999999,56.390734800000246,56.3926862000003,56.40723969999999,58.590356000000156,0,1,2.1718756000000212,None,58.5904445000001,58.60646420000012,58.80643989999999,58.789939400000094,,,,,,,,,,,,,,,,,,, 850,22,M,R,2026-02-23_11h44.26.720,VisualSearch_2526_3,,2025.2.4,2026-02-23 11h44.26.977705 +0100,
tilted.xlsx,The target is tilted.,117,7,7,0,1,1,1,1,1,1,1,1,1,1,1,1,0,11,12,117,space,8.443015800000012,None,1,1,5.8350062999998045,None,,,,0,0,0,0,0,7,7,0,,,,,58.80643989999999,,,,,,,,,,,,,,,,,,,,,58.79025989999991,58.80643989999999,59.30628690000003,59.289788099999896,59.29172229999995,59.30628690000003,65.15489849999994,1,1,5.8350062999998045,None,65.15498630000002,65.17098900000019,65.37106949999998,65.35448870000027,,,,,,,,,,,,,,,,,,, 850,22,M,R,2026-02-23_11h44.26.720,VisualSearch_2526_3,,2025.2.4,2026-02-23 11h44.26.977705 +0100,
