file_name,block_instructions,target_example,thisN,thisTrialN,thisRepN,target_presence,opacity_1,opacity_2,opacity_3,opacity_4,opacity_5,opacity_6,opacity_7,opacity_8,opacity_9,opacity_10,opacity_11,opacity_12,n_distract,n_items,target_ori,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,WelcomeText.started,key_resp_2.started,Welcome.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,InformedConsent.started,text_4.started,InformedConsent.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,key_resp_4.started,example_target.started,text_3.started,blocks.key_resp_4.keys,blocks.key_resp_4.rt,blocks.key_resp_4.duration,FixCross.started,fixCross.started,FixCross.stopped,Stimulus.started,key_resp.started,Stimulus.stopped,practice_trials.key_resp.keys,practice_trials.key_resp.corr,practice_trials.key_resp.rt,practice_trials.key_resp.duration,BlankScreen.started,text.started,text.stopped,BlankScreen.stopped,fixCross.stopped,ExperimentStart.started,text_2.started,key_resp_5.started,ExperimentStart.stopped,blocks.key_resp_5.keys,blocks.key_resp_5.rt,blocks.key_resp_5.duration,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thanks.started,ThankYou.started,key_resp_3.started,Thanks.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,leeftijd,gender,links/rechtshandig,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023222799999985,0.03367660000003525,0.03367660000003525,21.925344300000233,space,21.866923099999894,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887,22,V,L,2026-02-25_11h51.39.954,VisualSearch_2526_3,,2025.2.4,2026-02-25 11h51.40.164143 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.925398700000187,21.930819900000188,26.160751600000367,y,4.231011399999716,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887,22,V,L,2026-02-25_11h51.39.954,VisualSearch_2526_3,,2025.2.4,2026-02-25 11h51.40.164143 +0100,
tilted.xlsx,The target is tilted.,117,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,7,8,117,space,7.021407599999748,None,1,1,1.9825996999998097,None,,,,0,0,0,0,0,0,0,1,,,,,33.248008100000334,,,,,,,,,,,,,,,26.199002500000006,26.199002500000006,26.199002500000006,space,7.021407599999748,None,33.24323580000009,33.248008100000334,33.73981649999996,33.744754600000306,33.760497900000246,35.756079500000396,1,1,1.9825996999998097,None,35.756258000000344,35.771809900000335,35.97194450000006,35.955908400000226,,,,,,,,,,,,,,,,,,,,887,22,V,L,2026-02-25_11h51.39.954,VisualSearch_2526_3,,2025.2.4,2026-02-25 11h51.40.164143 +0100,
tilted.xlsx,The target is tilted.,117,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4,117,space,7.021407599999748,None,1,1,1.0653747999999723,None,,,,0,0,0,0,0,1,1,2,,,,,35.97194450000006,,,,,,,,,,,,,,,,,,,,,35.95671170000014,35.97194450000006,36.4555333000003,36.46003420000034,36.47153670000034,37.53867730000002,1,1,1.0653747999999723,None,37.53881360000014,37.554307300000346,37.7540597000002,37.738192400000116,36.47153670000034,,,,,,,,,,,,,,,,,,,887,22,V,L,2026-02-25_11h51.39.954,VisualSearch_2526_3,,2025.2.4,2026-02-25 11h51.40.164143 +0100,
tilted.xlsx,The target is tilted.,117,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117,space,7.021407599999748,None,1,1,0.7752503000001525,None,,,,0,0,0,0,0,2,2,3,,,,,37.7540597000002,,,,,,,,,,,,,,,,,,,,,37.73886440000024,37.7540597000002,38.23806820000027,38.24334130000034,38.255652400000145,39.03822050000008,1,1,0.7752503000001525,None,39.03841710000006,39.05295920000026,39.253716200000326,39.23754010000039,38.255652400000145,,,,,,,,,,,,,,,,,,,887,22,V,L,2026-02-25_11h51.39.954,VisualSearch_2526_3,,2025.2.4,2026-02-25 11h51.40.164143 +0100,
tilted.xlsx,The target is tilted.,117,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,4,117,space,7.021407599999748,None,0,1,1.373892099999921,None,,,,0,0,0,0,0,3,3,6,,,,,39.253716200000326,,,,,,,,,,,,,,,,,,,,,39.238221400000384,39.253716200000326,39.73727080000026,39.74190750000025,39.75563510000029,41.13730100000021,0,1,1.373892099999921,None,41.1374950000004,41.152114600000004,41.35275580000007,41.33624690000033,39.75563510000029,,,,,,,,,,,,,,,,,,,887,22,V,L,2026-02-25_11h51.39.954,VisualSearch_2526_3,,2025.2.4,2026-02-25 11h51.40.164143 +0100,
tilted.xlsx,The target is tilted.,117,4,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,11,12,117,space,7.021407599999748,None,1,0,2.031941899999765,None,,,,0,0,0,0,0,4,4,4,,,,,41.35275580000007,,,,,,,,,,,,,,,,,,,,,41.33694510000032,41.35275580000007,41.836189900000136,41.84082149999995,41.856429599999956,43.902111100000184,1,0,2.031941899999765,None,43.902318899999955,43.917723600000045,44.11817330000031,44.1016781000003,41.856429599999956,,,,,,,,,,,,,,,,,,,887,22,V,L,2026-02-25_11h51.39.954,VisualSearch_2526_3,,2025.2.4,2026-02-25 11h51.40.164143 +0100,
tilted.xlsx,The target is tilted.,117,5,5,0,0,1,1,1,1,1,1,1,0,0,0,0,1,7,8,117,space,7.021407599999748,None,1,0,0.7014385999996193,None,,,,0,0,0,0,0,5,5,5,,,,,44.11817330000031,,,,,,,,,,,,,,,,,,,,,44.102382600000055,44.11817330000031,44.60190330000023,44.60592710000037,44.61784250000028,45.33431800000017,1,0,0.7014385999996193,None,45.334451900000204,45.35033610000028,45.550917200000185,45.5347912000002,44.61784250000028,,,,,,,,,,,,,,,,,,,887,22,V,L,2026-02-25_11h51.39.954,VisualSearch_2526_3,,2025.2.4,2026-02-25 11h51.40.164143 +0100,
tilted.xlsx,The target is tilted.,117,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,117,space,7.021407599999748,None,0,1,1.1453510999999708,None,,,,0,0,0,0,0,6,6,7,,,,,45.550917200000185,,,,,,,,,,,,,,,,,,,,,45.53545090000034,45.550917200000185,46.03470480000033,46.03940680000005,46.05039980000038,47.20090660000005,0,1,1.1453510999999708,None,47.201121700000385,47.215989900000295,47.416289900000265,47.40022630000021,46.05039980000038,,,,,,,,,,,,,,,,,,,887,22,V,L,2026-02-25_11h51.39.954,VisualSearch_2526_3,,2025.2.4,2026-02-25 11h51.40.164143 +0100,
tilted.xlsx,The target is tilted.,117,7,7,0,1,1,1,1,1,1,1,1,1,1,1,1,0,11,12,117,space,7.021407599999748,None,1,1,1.845304599999963,None,,,,0,0,0,0,0,7,7,0,,,,,47.416289900000265,,,,,,,,,,,,,,,,,,,,,47.40089880000005,47.416289900000265,47.90037900000016,47.905087900000126,47.91946800000005,49.766626200000246,1,1,1.845304599999963,None,49.766835000000356,49.78154970000014,49.9820850000001,49.96593100000018,47.91946800000005,,,,,,,,,,,,,,,,,,,887,22,V,L,2026-02-25_11h51.39.954,VisualSearch_2526_3,,2025.2.4,2026-02-25 11h51.40.164143 +0100,
