file_name,block_instructions,target_example,thisN,thisTrialN,thisRepN,target_presence,opacity_1,opacity_2,opacity_3,opacity_4,opacity_5,opacity_6,opacity_7,opacity_8,opacity_9,opacity_10,opacity_11,opacity_12,n_distract,n_items,target_ori,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,WelcomeText.started,key_resp_2.started,Welcome.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,InformedConsent.started,text_4.started,InformedConsent.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,key_resp_4.started,example_target.started,text_3.started,blocks.key_resp_4.keys,blocks.key_resp_4.rt,blocks.key_resp_4.duration,FixCross.started,fixCross.started,FixCross.stopped,Stimulus.started,key_resp.started,Stimulus.stopped,practice_trials.key_resp.keys,practice_trials.key_resp.corr,practice_trials.key_resp.rt,practice_trials.key_resp.duration,BlankScreen.started,text.started,BlankScreen.stopped,text.stopped,fixCross.stopped,ExperimentStart.started,text_2.started,key_resp_5.started,ExperimentStart.stopped,blocks.key_resp_5.keys,blocks.key_resp_5.rt,blocks.key_resp_5.duration,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thanks.started,ThankYou.started,key_resp_3.started,Thanks.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,leeftijd,gender,links/rechtshandig,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0303487999999561,0.04130009999971662,0.04130009999971662,21.165417299999717,space,21.10623829999986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867,27,M,R,2026-02-18_12h38.49.410,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h38.49.624540 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.16547730000002,21.170912299999145,36.163521199999195,y,14.99081059999935,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867,27,M,R,2026-02-18_12h38.49.410,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h38.49.624540 +0100,
tilted.xlsx,The target is tilted.,117,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,11,12,117,space,3.3406057000001965,None,1,1,2.199109600000156,None,,,,0,0,0,0,0,0,0,0,,,,,39.57505889999993,,,,,,,,,,,,,,,36.19022150000001,36.19022150000001,36.19022150000001,space,3.3406057000001965,None,39.56890349999958,39.57505889999993,40.060669399999824,40.0652713999998,40.07690609999918,42.2925938999997,1,1,2.199109600000156,None,42.29267279999931,42.30894669999998,42.492882599999575,,,,,,,,,,,,,,,,,,,,,867,27,M,R,2026-02-18_12h38.49.410,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h38.49.624540 +0100,
tilted.xlsx,The target is tilted.,117,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,7,8,117,space,3.3406057000001965,None,0,1,1.410906199999772,None,,,,0,0,0,0,0,1,1,5,,,,,42.50883309999972,,,,,,,,,,,,,,,,,,,,,42.49358609999945,42.50883309999972,42.99283869999999,42.99773059999916,43.01426029999948,44.442093399999976,0,1,1.410906199999772,None,44.44221339999967,44.458113499999854,44.64182679999976,44.65783049999936,,,,,,,,,,,,,,,,,,,,867,27,M,R,2026-02-18_12h38.49.410,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h38.49.624540 +0100,
tilted.xlsx,The target is tilted.,117,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,11,12,117,space,3.3406057000001965,None,1,0,1.3697824000000764,None,,,,0,0,0,0,0,2,2,4,,,,,44.65783049999936,,,,,,,,,,,,,,,,,,,,,44.64250699999957,44.65783049999936,45.141956199999186,45.14666749999924,45.1633798999992,46.54179309999927,1,0,1.3697824000000764,None,46.54197979999935,46.55691509999997,46.74080809999941,46.75692429999981,45.1633798999992,,,,,,,,,,,,,,,,,,,867,27,M,R,2026-02-18_12h38.49.410,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h38.49.624540 +0100,
tilted.xlsx,The target is tilted.,117,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,4,117,space,3.3406057000001965,None,0,1,0.7898184000005131,None,,,,0,0,0,0,0,3,3,6,,,,,46.75692429999981,,,,,,,,,,,,,,,,,,,,,46.74149299999954,46.75692429999981,47.24100709999948,47.24601289999919,47.26298339999994,48.05810769999971,0,1,0.7898184000005131,None,48.0582902999995,48.07290609999927,48.25719609999942,48.27286609999919,47.26298339999994,,,,,,,,,,,,,,,,,,,867,27,M,R,2026-02-18_12h38.49.410,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h38.49.624540 +0100,
tilted.xlsx,The target is tilted.,117,4,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4,117,space,3.3406057000001965,None,0,0,0.5137049000004481,None,,,,0,0,0,0,0,4,4,2,,,,,48.27286609999919,,,,,,,,,,,,,,,,,,,,,48.25783419999971,48.27286609999919,48.75702099999944,48.76165270000001,48.77837709999949,49.306851899999856,0,0,0.5137049000004481,None,49.307048299999224,49.32228339999983,49.506644799999776,49.522562899999684,48.77837709999949,,,,,,,,,,,,,,,,,,,867,27,M,R,2026-02-18_12h38.49.410,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h38.49.624540 +0100,
tilted.xlsx,The target is tilted.,117,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,117,space,3.3406057000001965,None,1,0,0.5575190999998085,None,,,,0,0,0,0,0,5,5,7,,,,,49.522562899999684,,,,,,,,,,,,,,,,,,,,,49.5072954999996,49.522562899999684,50.0064042999993,50.011105799999314,50.027962999999545,50.5890030999999,1,0,0.5575190999998085,None,50.58934449999924,50.604893299999276,50.789099599999645,50.80520389999947,50.027962999999545,,,,,,,,,,,,,,,,,,,867,27,M,R,2026-02-18_12h38.49.410,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h38.49.624540 +0100,
tilted.xlsx,The target is tilted.,117,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117,space,3.3406057000001965,None,1,1,0.569308699999965,None,,,,0,0,0,0,0,6,6,3,,,,,50.80520389999947,,,,,,,,,,,,,,,,,,,,,50.7897497999993,50.80520389999947,51.28879499999948,51.29353229999924,51.310539099999914,51.8895279999997,1,1,0.569308699999965,None,51.88972889999968,51.904433799999424,52.08883179999975,52.10456609999983,51.310539099999914,,,,,,,,,,,,,,,,,,,867,27,M,R,2026-02-18_12h38.49.410,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h38.49.624540 +0100,
tilted.xlsx,The target is tilted.,117,7,7,0,1,1,1,1,1,1,1,1,0,0,0,0,0,7,8,117,space,3.3406057000001965,None,0,0,0.8937294000006659,None,,,,0,0,0,0,0,7,7,1,,,,,52.10456609999983,,,,,,,,,,,,,,,,,,,,,52.089478099999724,52.10456609999983,52.5880989999996,52.59259539999948,52.60457479999968,53.50535249999939,0,0,0.8937294000006659,None,53.50553989999935,53.52038309999989,53.704189699999915,53.72058669999933,52.60457479999968,,,,,,,,,,,,,,,,,,,867,27,M,R,2026-02-18_12h38.49.410,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h38.49.624540 +0100,
