file_name,block_instructions,target_example,thisN,thisTrialN,thisRepN,target_presence,opacity_1,opacity_2,opacity_3,opacity_4,opacity_5,opacity_6,opacity_7,opacity_8,opacity_9,opacity_10,opacity_11,opacity_12,n_distract,n_items,target_ori,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,WelcomeText.started,key_resp_2.started,Welcome.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,InformedConsent.started,text_4.started,InformedConsent.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,key_resp_4.started,example_target.started,text_3.started,blocks.key_resp_4.keys,blocks.key_resp_4.rt,blocks.key_resp_4.duration,FixCross.started,fixCross.started,FixCross.stopped,Stimulus.started,key_resp.started,Stimulus.stopped,practice_trials.key_resp.keys,practice_trials.key_resp.corr,practice_trials.key_resp.rt,practice_trials.key_resp.duration,BlankScreen.started,text.started,text.stopped,BlankScreen.stopped,fixCross.stopped,ExperimentStart.started,text_2.started,key_resp_5.started,ExperimentStart.stopped,blocks.key_resp_5.keys,blocks.key_resp_5.rt,blocks.key_resp_5.duration,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thanks.started,ThankYou.started,key_resp_3.started,Thanks.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,leeftijd,gender,links/rechtshandig,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03711029999976745,0.05341619999944669,0.05341619999944669,70.5384570999995,space,70.46606119999979,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825,21,M,R,2026-02-18_12h13.18.923,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h13.19.219004 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.53863420000016,70.5480220999998,93.90307859999939,y,23.349484800000027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825,21,M,R,2026-02-18_12h13.18.923,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h13.19.219004 +0100,
tilted.xlsx,The target is tilted.,117,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,7,8,117,space,12.381166600000142,None,0,1,3.752159599999686,None,,,,0,0,0,0,0,0,0,5,,,,,106.36867480000001,,,,,,,,,,,,,,,93.94990789999974,93.94990789999974,93.94990789999974,space,12.381166600000142,None,106.36277319999954,106.36867480000001,106.84977619999972,106.85491999999977,106.87344589999975,110.63314769999943,0,1,3.752159599999686,None,110.63332879999962,110.64870079999946,110.8487454999995,110.8327462999996,,,,,,,,,,,,,,,,,,,,825,21,M,R,2026-02-18_12h13.18.923,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h13.19.219004 +0100,
tilted.xlsx,The target is tilted.,117,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,117,space,12.381166600000142,None,0,1,1.892257100000279,None,,,,0,0,0,0,0,1,1,7,,,,,110.8487454999995,,,,,,,,,,,,,,,,,,,,,110.83339710000018,110.8487454999995,111.33267220000016,111.33746470000006,111.35552989999996,113.24935279999954,0,1,1.892257100000279,None,113.2495257999999,113.2649492999999,113.46511800000007,113.4487595999999,111.35552989999996,,,,,,,,,,,,,,,,,,,825,21,M,R,2026-02-18_12h13.18.923,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h13.19.219004 +0100,
tilted.xlsx,The target is tilted.,117,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117,space,12.381166600000142,None,1,1,0.9636193000005733,None,,,,0,0,0,0,0,2,2,3,,,,,113.46511800000007,,,,,,,,,,,,,,,,,,,,,113.44944059999943,113.46511800000007,113.9488038999998,113.95374670000001,113.97204049999982,114.94852439999977,1,1,0.9636193000005733,None,114.9487210999996,114.96410399999968,115.16480609999962,115.14843289999953,113.97204049999982,,,,,,,,,,,,,,,,,,,825,21,M,R,2026-02-18_12h13.18.923,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h13.19.219004 +0100,
tilted.xlsx,The target is tilted.,117,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,4,117,space,12.381166600000142,None,0,1,0.8715486999999484,None,,,,0,0,0,0,0,3,3,6,,,,,115.16480609999962,,,,,,,,,,,,,,,,,,,,,115.14919310000005,115.16480609999962,115.64866459999939,115.65398629999981,115.67354559999967,116.54870019999998,0,1,0.8715486999999484,None,116.54888829999982,116.56401039999946,116.76475200000004,116.74798229999942,115.67354559999967,,,,,,,,,,,,,,,,,,,825,21,M,R,2026-02-18_12h13.18.923,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h13.19.219004 +0100,
tilted.xlsx,The target is tilted.,117,4,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,11,12,117,space,12.381166600000142,None,0,1,3.85657910000009,None,,,,0,0,0,0,0,4,4,4,,,,,116.76475200000004,,,,,,,,,,,,,,,,,,,,,116.74866589999965,116.76475200000004,117.24804089999998,117.25322649999998,117.27261289999933,121.1313771999994,0,1,3.85657910000009,None,121.13155099999949,121.14648719999968,121.34699199999977,121.33046659999945,117.27261289999933,,,,,,,,,,,,,,,,,,,825,21,M,R,2026-02-18_12h13.18.923,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h13.19.219004 +0100,
tilted.xlsx,The target is tilted.,117,5,5,0,1,1,1,1,1,1,1,1,1,1,1,1,0,11,12,117,space,12.381166600000142,None,1,1,2.9523426999994626,None,,,,0,0,0,0,0,5,5,0,,,,,121.34699199999977,,,,,,,,,,,,,,,,,,,,,121.3308691000002,121.34699199999977,121.83006639999985,121.8329020000001,121.84670809999989,124.8134344,1,1,2.9523426999994626,None,124.81359619999967,124.82916789999945,125.02978199999961,125.01369019999947,121.84670809999989,,,,,,,,,,,,,,,,,,,825,21,M,R,2026-02-18_12h13.18.923,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h13.19.219004 +0100,
tilted.xlsx,The target is tilted.,117,6,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4,117,space,12.381166600000142,None,1,1,1.219852300000639,None,,,,0,0,0,0,0,6,6,2,,,,,125.02978199999961,,,,,,,,,,,,,,,,,,,,,125.01434579999932,125.02978199999961,125.5135866999999,125.51815069999975,125.53503889999956,126.76385459999983,1,1,1.219852300000639,None,126.76402989999951,126.77888079999957,126.97937079999974,126.96315950000007,125.53503889999956,,,,,,,,,,,,,,,,,,,825,21,M,R,2026-02-18_12h13.18.923,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h13.19.219004 +0100,
tilted.xlsx,The target is tilted.,117,7,7,0,1,1,1,1,1,1,1,1,0,0,0,0,0,7,8,117,space,12.381166600000142,None,0,0,3.272801800000707,None,,,,0,0,0,0,0,7,7,1,,,,,126.97937079999974,,,,,,,,,,,,,,,,,,,,,126.96386189999976,126.97937079999974,127.46336410000004,127.46802810000008,127.48619619999954,130.7628267,0,0,3.272801800000707,None,130.76300619999984,130.77816040000016,130.9787397,130.96272529999987,127.48619619999954,,,,,,,,,,,,,,,,,,,825,21,M,R,2026-02-18_12h13.18.923,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h13.19.219004 +0100,
tilted.xlsx,The target is tilted.,117,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,7,8,117,space,12.381166600000142,None,0,1,3.5524586999999883,None,space,7.953086599999551,None,0,0,0,0,,,,,0,0,0,5,138.98511619999954,,,,,,,,,,,,,,,,,,,,,138.9810712999997,138.98511619999954,139.46137459999954,139.4675731999996,139.4890605999999,143.04451569999947,,,,,143.04469719999997,143.0594640999998,143.26008790000014,143.24393099999998,,130.9700471999995,130.9787397,130.9787397,138.94558099999995,space,7.953086599999551,None,0,1,3.5524586999999883,None,,,,,,,,825,21,M,R,2026-02-18_12h13.18.923,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h13.19.219004 +0100,
