file_name,block_instructions,target_example,thisN,thisTrialN,thisRepN,target_presence,opacity_1,opacity_2,opacity_3,opacity_4,opacity_5,opacity_6,opacity_7,opacity_8,opacity_9,opacity_10,opacity_11,opacity_12,n_distract,n_items,target_ori,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,WelcomeText.started,key_resp_2.started,Welcome.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,InformedConsent.started,text_4.started,InformedConsent.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,key_resp_4.started,example_target.started,text_3.started,blocks.key_resp_4.keys,blocks.key_resp_4.rt,blocks.key_resp_4.duration,FixCross.started,fixCross.started,fixCross.stopped,FixCross.stopped,Stimulus.started,key_resp.started,Stimulus.stopped,practice_trials.key_resp.keys,practice_trials.key_resp.corr,practice_trials.key_resp.rt,practice_trials.key_resp.duration,BlankScreen.started,text.started,text.stopped,BlankScreen.stopped,ExperimentStart.started,text_2.started,key_resp_5.started,ExperimentStart.stopped,blocks.key_resp_5.keys,blocks.key_resp_5.rt,blocks.key_resp_5.duration,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thanks.started,ThankYou.started,key_resp_3.started,Thanks.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,leeftijd,gender,links/rechtshandig,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022650899999916874,0.03815690000010363,0.03815690000010363,34.66876439999987,space,34.62096169999995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831,22,M,R,2026-02-23_12h01.00.730,VisualSearch_2526_3,,2025.2.4,2026-02-23 12h01.01.015900 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.66880600000013,34.68049719999999,56.19398950000004,y,21.51434590000008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831,22,M,R,2026-02-23_12h01.00.730,VisualSearch_2526_3,,2025.2.4,2026-02-23 12h01.01.015900 +0100,
tilted.xlsx,The target is tilted.,117,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,11,12,117,space,3.3232057999998688,None,1,0,5.463526199999706,None,,,,0,0,0,0,0,0,0,4,,,,,59.559088800000154,,,,,,,,,,,,,,,56.21548530000018,56.21548530000018,56.21548530000018,space,3.3232057999998688,None,59.550897200000236,59.559088800000154,60.05931529999998,60.0425436999999,60.04369570000017,60.05931529999998,65.52609990000019,1,0,5.463526199999706,None,65.52627789999997,65.54220919999989,65.74189650000017,65.7262510999999,,,,,,,,,,,,,,,,,,,831,22,M,R,2026-02-23_12h01.00.730,VisualSearch_2526_3,,2025.2.4,2026-02-23 12h01.01.015900 +0100,
tilted.xlsx,The target is tilted.,117,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,7,8,117,space,3.3232057999998688,None,1,0,1.5924878000000717,None,,,,0,0,0,0,0,1,1,5,,,,,65.74189650000017,,,,,,,,,,,,,,,,,,,,,65.72690569999986,65.74189650000017,66.24660989999984,66.22616689999995,66.23068300000023,66.24660989999984,67.84244149999995,1,0,1.5924878000000717,None,67.84263529999998,67.85847330000024,68.05871960000013,68.04233750000003,,,,,,,,,,,,,,,,,,,831,22,M,R,2026-02-23_12h01.00.730,VisualSearch_2526_3,,2025.2.4,2026-02-23 12h01.01.015900 +0100,
tilted.xlsx,The target is tilted.,117,2,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,7,8,117,space,3.3232057999998688,None,1,1,1.7511494999998831,None,,,,0,0,0,0,0,2,2,1,,,,,68.05871960000013,,,,,,,,,,,,,,,,,,,,,68.04299889999993,68.05871960000013,68.56224370000018,68.54235610000023,68.54681690000007,68.56224370000018,70.32592380000006,1,1,1.7511494999998831,None,70.32609760000014,70.34099259999994,70.54137330000003,70.52507160000005,,,,,,,,,,,,,,,,,,,831,22,M,R,2026-02-23_12h01.00.730,VisualSearch_2526_3,,2025.2.4,2026-02-23 12h01.01.015900 +0100,
tilted.xlsx,The target is tilted.,117,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,117,space,3.3232057999998688,None,0,1,1.1567187999999078,None,,,,0,0,0,0,0,3,3,7,,,,,70.54137330000003,,,,,,,,,,,,,,,,,,,,,70.52566479999996,70.54137330000003,71.0410479000002,71.02535820000003,71.02987799999983,71.0410479000002,72.20881439999994,0,1,1.1567187999999078,None,72.20898720000014,72.22397480000018,72.42453810000006,72.40833340000017,,,,,,,,,,,,,,,,,,,831,22,M,R,2026-02-23_12h01.00.730,VisualSearch_2526_3,,2025.2.4,2026-02-23 12h01.01.015900 +0100,
tilted.xlsx,The target is tilted.,117,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117,space,3.3232057999998688,None,0,0,0.8978447999998025,None,,,,0,0,0,0,0,4,4,3,,,,,72.42453810000006,,,,,,,,,,,,,,,,,,,,,72.40894750000007,72.42453810000006,72.92897799999992,72.90839570000026,72.91284439999981,72.92897799999992,73.841406,0,0,0.8978447999998025,None,73.84159490000002,73.85697770000024,74.05765120000024,74.04127629999994,,,,,,,,,,,,,,,,,,,831,22,M,R,2026-02-23_12h01.00.730,VisualSearch_2526_3,,2025.2.4,2026-02-23 12h01.01.015900 +0100,
tilted.xlsx,The target is tilted.,117,5,5,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,4,117,space,3.3232057999998688,None,0,1,0.887883100000181,None,,,,0,0,0,0,0,5,5,6,,,,,74.05765120000024,,,,,,,,,,,,,,,,,,,,,74.04196769999999,74.05765120000024,74.56242999999995,74.5412022999999,74.5457706000002,74.56242999999995,75.45807920000016,0,1,0.887883100000181,None,75.45827370000006,75.47348550000015,75.67387680000002,75.65751869999986,,,,,,,,,,,,,,,,,,,831,22,M,R,2026-02-23_12h01.00.730,VisualSearch_2526_3,,2025.2.4,2026-02-23 12h01.01.015900 +0100,
tilted.xlsx,The target is tilted.,117,6,6,0,1,1,1,1,1,1,1,1,1,1,1,1,0,11,12,117,space,3.3232057999998688,None,1,1,1.3383085999998912,None,,,,0,0,0,0,0,6,6,0,,,,,75.67387680000002,,,,,,,,,,,,,,,,,,,,,75.65806920000023,75.67387680000002,76.1793616,76.15792009999996,76.16242280000006,76.1793616,77.52405670000007,1,1,1.3383085999998912,None,77.52421869999989,77.53973339999993,77.73993109999992,77.72412459999987,,,,,,,,,,,,,,,,,,,831,22,M,R,2026-02-23_12h01.00.730,VisualSearch_2526_3,,2025.2.4,2026-02-23 12h01.01.015900 +0100,
tilted.xlsx,The target is tilted.,117,7,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4,117,space,3.3232057999998688,None,0,0,0.9312641000001349,None,,,,0,0,0,0,0,7,7,2,,,,,77.73993109999992,,,,,,,,,,,,,,,,,,,,,77.72483289999991,77.73993109999992,78.24310319999995,78.22360650000019,78.22772799999984,78.24310319999995,79.19027249999999,0,0,0.9312641000001349,None,79.19041599999991,79.20602480000025,79.4063701,79.39052730000003,,,,,,,,,,,,,,,,,,,831,22,M,R,2026-02-23_12h01.00.730,VisualSearch_2526_3,,2025.2.4,2026-02-23 12h01.01.015900 +0100,
