file_name,block_instructions,target_example,thisN,thisTrialN,thisRepN,target_presence,opacity_1,opacity_2,opacity_3,opacity_4,opacity_5,opacity_6,opacity_7,opacity_8,opacity_9,opacity_10,opacity_11,opacity_12,n_distract,n_items,target_ori,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,WelcomeText.started,key_resp_2.started,Welcome.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,InformedConsent.started,text_4.started,InformedConsent.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,key_resp_4.started,example_target.started,text_3.started,blocks.key_resp_4.keys,blocks.key_resp_4.rt,blocks.key_resp_4.duration,FixCross.started,fixCross.started,FixCross.stopped,Stimulus.started,key_resp.started,Stimulus.stopped,practice_trials.key_resp.keys,practice_trials.key_resp.corr,practice_trials.key_resp.rt,practice_trials.key_resp.duration,BlankScreen.started,text.started,text.stopped,BlankScreen.stopped,fixCross.stopped,ExperimentStart.started,text_2.started,key_resp_5.started,ExperimentStart.stopped,blocks.key_resp_5.keys,blocks.key_resp_5.rt,blocks.key_resp_5.duration,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,Thanks.started,ThankYou.started,key_resp_3.started,Thanks.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,leeftijd,gender,links/rechtshandig,date,expName,expVersion,psychopyVersion,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025115000000369037,0.0545378000006167,0.0545378000006167,83.16451710000001,space,83.08942039999965,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,22,V,L,2026-02-18_12h13.01.659,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h13.01.903636 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.16469030000007,83.17505100000017,107.18933190000007,y,24.01835790000041,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,22,V,L,2026-02-18_12h13.01.659,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h13.01.903636 +0100,
tilted.xlsx,The target is tilted.,117,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,7,8,117,space,7.148748300000079,None,0,1,2.1378170999996655,None,,,,0,0,0,0,0,0,0,5,,,,,114.41498120000051,,,,,,,,,,,,,,,107.23373510000056,107.23373510000056,107.23373510000056,space,7.148748300000079,None,114.40926310000032,114.41498120000051,114.90239999999994,114.90795849999995,114.92555119999997,117.06938330000048,0,1,2.1378170999996655,None,117.06960799999979,117.0845276,117.2846556000004,117.26856409999982,,,,,,,,,,,,,,,,,,,,845,22,V,L,2026-02-18_12h13.01.659,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h13.01.903636 +0100,
tilted.xlsx,The target is tilted.,117,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117,space,7.148748300000079,None,0,0,1.0782485999998244,None,,,,0,0,0,0,0,1,1,3,,,,,117.2846556000004,,,,,,,,,,,,,,,,,,,,,117.26929840000048,117.2846556000004,117.76820640000005,117.77350850000039,117.79142130000037,118.88502640000024,0,0,1.0782485999998244,None,118.88521700000001,118.90073510000002,119.10077249999995,119.0847547000003,117.79142130000037,,,,,,,,,,,,,,,,,,,845,22,V,L,2026-02-18_12h13.01.659,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h13.01.903636 +0100,
tilted.xlsx,The target is tilted.,117,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,4,117,space,7.148748300000079,None,0,1,1.3573323999999047,None,,,,0,0,0,0,0,2,2,6,,,,,119.10077249999995,,,,,,,,,,,,,,,,,,,,,119.0854976999999,119.10077249999995,119.5842244000005,119.58962059999976,119.60687409999991,120.96750659999998,0,1,1.3573323999999047,None,120.96769750000021,120.98290630000065,121.18311690000064,121.16721360000065,119.60687409999991,,,,,,,,,,,,,,,,,,,845,22,V,L,2026-02-18_12h13.01.659,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h13.01.903636 +0100,
tilted.xlsx,The target is tilted.,117,3,3,0,1,1,1,1,1,1,1,1,1,1,1,1,0,11,12,117,space,7.148748300000079,None,0,0,1.754780700000083,None,,,,0,0,0,0,0,3,3,0,,,,,121.18311690000064,,,,,,,,,,,,,,,,,,,,,121.16798240000026,121.18311690000064,121.66715560000011,121.6724105000003,121.68999870000061,123.45044790000065,0,0,1.754780700000083,None,123.45068760000049,123.46533900000031,123.66590270000052,123.64978000000065,121.68999870000061,,,,,,,,,,,,,,,,,,,845,22,V,L,2026-02-18_12h13.01.659,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h13.01.903636 +0100,
tilted.xlsx,The target is tilted.,117,4,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4,117,space,7.148748300000079,None,0,0,0.7276135000001887,None,,,,0,0,0,0,0,4,4,2,,,,,123.66590270000052,,,,,,,,,,,,,,,,,,,,,123.6505158,123.66590270000052,124.14925420000054,124.1545157999999,124.17329140000038,124.91573450000033,0,0,0.7276135000001887,None,124.91587340000024,124.93134569999984,125.13204959999985,125.11581990000013,124.17329140000038,,,,,,,,,,,,,,,,,,,845,22,V,L,2026-02-18_12h13.01.659,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h13.01.903636 +0100,
tilted.xlsx,The target is tilted.,117,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,117,space,7.148748300000079,None,0,1,1.7609580999996979,None,,,,0,0,0,0,0,5,5,7,,,,,125.13204959999985,,,,,,,,,,,,,,,,,,,,,125.11654679999992,125.13204959999985,125.61581620000015,125.62119190000067,125.63949529999991,127.4152095999998,0,1,1.7609580999996979,None,127.41541360000065,127.43070929999976,127.63106810000045,127.6151233999999,125.63949529999991,,,,,,,,,,,,,,,,,,,845,22,V,L,2026-02-18_12h13.01.659,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h13.01.903636 +0100,
tilted.xlsx,The target is tilted.,117,6,6,0,0,1,1,1,1,1,1,1,1,1,1,1,1,11,12,117,space,7.148748300000079,None,0,1,3.2084850000001097,None,,,,0,0,0,0,0,6,6,4,,,,,127.63106810000045,,,,,,,,,,,,,,,,,,,,,127.61586720000014,127.63106810000045,128.11505099999977,128.12034180000046,128.14183610000055,131.3639950000006,0,1,3.2084850000001097,None,131.3642157000004,131.37951860000067,131.5799289000006,131.56375540000045,128.14183610000055,,,,,,,,,,,,,,,,,,,845,22,V,L,2026-02-18_12h13.01.659,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h13.01.903636 +0100,
tilted.xlsx,The target is tilted.,117,7,7,0,1,1,1,1,1,1,1,1,0,0,0,0,0,7,8,117,space,7.148748300000079,None,0,0,3.996658000000025,None,,,,0,0,0,0,0,7,7,1,,,,,131.5799289000006,,,,,,,,,,,,,,,,,,,,,131.56449840000005,131.5799289000006,132.06333050000012,132.06830360000004,132.07951589999993,136.0794977000005,0,0,3.996658000000025,None,136.0797161999999,136.09463870000036,136.29469299999982,136.27905980000014,132.07951589999993,,,,,,,,,,,,,,,,,,,845,22,V,L,2026-02-18_12h13.01.659,VisualSearch_2526_3,,2025.2.4,2026-02-18 12h13.01.903636 +0100,
